Fecha,apor_antioquia,apor_centro,apor_oriente,apor_valle,rese_antioquia,rese_centro,rese_oriente,rese_valle,gx_acpm,gx_agua,gx_bagazo,gx_carbon,gx_gas,gx_gas_ni,gx_solar,gx_viento,Demanda Comercial,ONI,Precio Bolsa Nacional
1/1/2000,35.7617,6.2512,5.4262,6.3744,"5,647.0256","1,970.70","3,532.14",399.0104,,61.103,,2.912,22.57,,,,88.131,-1.7,32.8681
1/2/2000,36.0985,4.0392,4.1224,7.4959,"5,641.6776","1,967.32","3,518.67",401.3613,,62.459,,2.877,22.104,,,,89.026,-1.7,33.0348
1/3/2000,33.2402,3.5806,9.7516,7.9185,"5,632.4433","1,958.18","3,503.31",399.9738,,75.836,0.198,4.026,24.475,,,,106.152,-1.7,37.2723
1/4/2000,34.3978,8.9414,5.3380,6.6894,"5,622.6361","1,959.15","3,482.25",396.4849,,78.845,0.295,3.704,24.988,,,,109.49,-1.7,41.689
1/5/2000,35.6161,7.1822,11.0443,6.0271,"5,611.6296","1,956.07","3,469.53",393.3274,,79.996,0.328,2.992,24.375,,,,109.34,-1.7,40.8931
1/6/2000,36.7788,6.0648,6.4728,7.3592,"5,598.5998","1,955.36","3,455.31",393.9931,,81.326,0.33,2.879,24.163,,,,110.505,-1.7,36.8265
1/7/2000,37.2198,4.2157,10.2374,8.9448,"5,591.3891","1,951.29","3,436.61",400.7573,,81.285,0.32,2.891,24.448,,,,110.658,-1.7,38.4931
1/8/2000,40.2721,9.7523,11.8509,9.0738,"5,591.9169","1,951.61","3,434.29",403.7174,,75.717,0.333,2.942,23.304,,,,104.144,-1.7,32.2848
1/9/2000,38.2300,10.6673,17.5390,9.8358,"5,596.1093","1,954.88","3,422.24",409.1803,,63.321,0.326,4.311,20.825,,,,91.387,-1.7,32.2848
1/10/2000,33.4835,7.0251,17.0951,8.5319,"5,596.3613","1,955.12","3,420.36",411.1588,,64.55,0.313,4.253,22.149,,,,93.218,-1.7,32.2848
1/11/2000,35.8210,22.3442,13.3533,7.8958,"5,593.3967","1,964.94","3,409.68",410.1522,,79.366,0.311,4.572,24.019,,,,110.447,-1.7,33.9931
1/12/2000,32.3393,6.7142,8.6659,8.4547,"5,586.9617","1,952.87","3,394.80",411.6734,,79.982,0.303,6.52,24.563,,,,113.424,-1.7,35.9056
1/13/2000,29.2124,14.8843,8.2388,6.9601,"5,576.5344","1,956.18","3,376.94",410.5356,,82.721,0.282,4.485,23.833,,,,113.593,-1.7,35.8431
1/14/2000,31.6411,6.2250,5.9665,6.5197,"5,564.0772","1,952.87","3,358.76",408.7049,,83.196,0.308,4.697,24.274,,,,114.179,-1.7,36.6681
1/15/2000,28.8295,12.6108,5.8319,7.8018,"5,553.6223","1,952.00","3,342.97",409.2915,,78.489,0.289,4.426,22.516,,,,107.76,-1.7,33.0348
1/16/2000,31.0320,7.3451,5.9298,7.4484,"5,551.8560","1,950.08","3,330.20",409.304,,67.809,0.276,3.296,20.664,,,,94.15,-1.7,32.2848
1/17/2000,26.2888,8.4980,6.8598,6.9151,"5,544.2170","1,946.65","3,314.53",407.2011,,73.9,0.25,3.97,26.083,,,,106.034,-1.7,33.7848
1/18/2000,29.1203,13.8909,8.4639,10.1153,"5,533.5313","1,946.23","3,299.94",406.6085,,79.598,0.257,4.035,25.518,,,,111.105,-1.7,38.889
1/19/2000,27.6867,11.4186,7.2323,6.2500,"5,521.4518","1,944.58","3,284.97",402.7426,,79.679,0.281,3.893,26.849,,,,112.537,-1.7,35.9098
1/20/2000,31.5423,4.5912,14.4400,5.8867,"5,529.8779","1,938.94","3,275.31",397.6456,,82.444,0.288,3.993,27.838,,,,115.889,-1.7,39.0315
1/21/2000,49.1485,11.2371,33.8040,5.6400,"5,543.0768","1,939.47","3,286.34",390.8877,,84.603,0.249,4.225,25.107,,,,115.574,-1.7,37.3079
1/22/2000,46.9144,6.9278,16.6548,5.4838,"5,553.3482","1,936.97","3,281.20",385.1976,,79.712,0.268,4.085,23.432,,,,109.044,-1.7,35.139
1/23/2000,29.4733,7.6685,9.5570,5.2184,"5,553.6482","1,936.61","3,272.72",381.778,,65.255,0.28,5.651,22.714,,,,95.51,-1.7,32.3265
1/24/2000,29.9552,3.5479,6.8250,4.7913,"5,544.4867","1,932.17","3,255.70",377.0677,,81.403,0.227,5.664,26.095,,,,114.709,-1.7,34.3056
1/25/2000,26.5457,6.4007,6.1044,4.8641,"5,532.6123","1,930.58","3,236.89",375.4078,,83.086,0.271,5.654,25.452,,,,116.783,-1.7,37.2098
1/26/2000,33.6272,5.0399,8.5101,4.5588,"5,524.2900","1,926.38","3,217.48",377.4251,,83.049,0.292,4.523,27.725,,,,117.705,-1.7,44.2475
1/27/2000,28.4119,11.1254,5.9711,4.7889,"5,512.0964","1,932.47","3,197.75",375.5853,,82.122,0.294,5.239,26.967,,,,116.672,-1.7,43.4098
1/28/2000,26.7159,6.5216,5.0610,4.6309,"5,502.2686","1,926.12","3,177.44",374.7996,,82.349,0.293,5.268,27.386,,,,117.113,-1.7,46.0285
1/29/2000,26.6157,16.2566,6.0274,6.2705,"5,493.8543","1,927.78","3,161.73",375.5553,,77.874,0.279,5.013,25.552,,,,110.577,-1.7,37.1577
1/30/2000,30.9938,15.7122,6.0250,6.0773,"5,495.4725","1,925.56","3,146.82",380.2846,,66.792,0.278,5.202,23.366,,,,97.426,-1.7,35.6181
1/31/2000,40.9579,9.6104,5.0435,5.4324,"5,500.8875","1,925.85","3,123.80",381.855,,80.106,0.264,6.411,26.084,,,,114.596,-1.7,44.1161
2/1/2000,53.9706,8.6483,7.2841,9.8166,"5,516.8020","1,924.58","3,107.94",382.24,,78.713,0.248,8.485,26.37,,,,115.493,-1.7,40.1328
2/2/2000,54.3365,9.8747,18.6675,7.9456,"5,535.5340","1,920.64","3,104.08",382.1608,,76.911,0.286,7.734,28.319,,,,114.881,-1.7,37.6251
2/3/2000,69.7099,7.3788,18.2670,6.9337,"5,565.5658","1,917.05","3,102.15",382.4339,,76.618,0.273,7.428,28.865,,,,114.788,-1.7,34.8832
2/4/2000,43.8302,12.3088,10.6170,8.5736,"5,570.3322","1,914.96","3,090.58",380.4491,,79.293,0.289,7.353,26.896,,,,115.58,-1.7,35.4393
2/5/2000,35.0601,4.7017,8.1072,7.5640,"5,563.9184","1,908.06","3,074.50",380.031,,74.976,0.303,7.097,24.148,,,,108.072,-1.7,34.5958
2/6/2000,36.2062,9.3622,6.8393,8.5727,"5,573.1329","1,912.08","3,061.96",376.6183,,64.379,0.275,7.011,22.094,,,,94.804,-1.7,33.8833
2/7/2000,45.1026,6.2722,6.5090,7.9640,"5,579.5306","1,905.32","3,043.85",371.0176,,78.806,0.292,7.417,25.606,,,,114.145,-1.7,37.2499
2/8/2000,33.0678,3.7714,5.5191,6.4851,"5,570.8763","1,902.65","3,022.99",364.9801,,81.5,0.308,6.71,26.715,,,,116.86,-1.7,38.6695
2/9/2000,29.1351,3.5339,4.7722,8.4230,"5,561.7724","1,897.06","3,003.53",358.5077,,83.763,0.316,6.872,24.932,,,,117.523,-1.7,35.8824
2/10/2000,28.8583,6.9228,5.0983,7.4248,"5,557.8205","1,895.98","2,982.03",355.3031,,84.659,0.302,7.036,24.862,,,,118.625,-1.7,37.2574
2/11/2000,24.7910,6.5399,5.0655,7.4452,"5,537.0795","1,887.27","2,961.25",355.2853,,78.64,0.293,7.019,28.099,,,,115.731,-1.7,36.3874
2/12/2000,24.8740,6.9278,4.2837,8.3652,"5,535.1659","1,875.59","2,942.25",352.9744,,71.155,0.296,5.966,31.066,,,,110.223,-1.7,41.5915
2/13/2000,23.7901,2.4072,4.5665,7.1713,"5,533.1938","1,862.72","2,930.23",349.8978,,60.111,0.334,6.656,29.207,,,,97.39,-1.7,37.9686
2/14/2000,24.9399,2.2893,4.0666,6.7075,"5,523.6619","1,848.57","2,910.77",341.6821,,77.799,0.243,8.386,28.046,,,,116.124,-1.7,42.7749
2/15/2000,23.5461,2.4220,2.6151,6.4999,"5,504.9373","1,839.54","2,887.03",338.4204,,79.925,0.306,7.962,28.154,,,,117.96,-1.7,49.8415
2/16/2000,30.6198,1.9932,5.4607,7.8228,"5,488.2927","1,832.23","2,867.44",334.0439,,80.196,0.311,7.217,28.001,,,,117.632,-1.7,48.8207
2/17/2000,36.2677,18.4661,7.4808,11.0437,"5,477.8982","1,832.88","2,851.44",334.3399,,80.372,0.297,7.266,28.356,,,,117.947,-1.7,48.4249
2/18/2000,34.3298,17.6587,9.4060,8.5083,"5,468.1470","1,835.10","2,832.72",335.4139,,84.47,0.309,4.416,26.269,,,,117.142,-1.7,51.9353
2/19/2000,30.4556,25.8136,6.2856,10.1082,"5,458.8993","1,830.99","2,814.36",339.622,,79.002,0.252,3.459,25.353,,,,109.647,-1.7,40.142
2/20/2000,31.2573,21.1171,5.3642,10.2150,"5,463.1115","1,831.82","2,798.83",340.711,,67.278,0.272,4.568,22.54,,,,96.289,-1.7,37.2422
2/21/2000,31.8377,8.4410,5.7537,11.2032,"5,463.6397","1,831.92","2,775.99",343.5537,,83.017,0.267,5.96,24.601,,,,115.47,-1.7,51.7186
2/22/2000,25.0911,20.1064,16.7708,14.2295,"5,454.9247","1,829.02","2,764.63",345.186,,81.602,0.257,6.223,27.628,,,,117.545,-1.7,43.1749
2/23/2000,31.0536,18.4205,7.0786,12.5657,"5,453.6164","1,832.04","2,739.03",344.8216,,84.159,0.3,6.764,25.269,,,,118.171,-1.7,47.1745
2/24/2000,34.5204,22.8876,10.8141,15.2726,"5,455.5451","1,836.69","2,720.89",345.1249,,85.111,0.263,6.009,25.265,,,,118.282,-1.7,44.0198
2/25/2000,39.8072,15.7113,9.1568,17.9059,"5,463.8347","1,837.58","2,699.36",349.7541,,84.002,0.267,6.248,24.455,,,,116.394,-1.7,40.4478
2/26/2000,48.2783,28.4267,33.2903,16.7808,"5,478.6719","1,851.68","2,705.47",353.7248,,76.876,0.218,6.92,23.426,,,,109.121,-1.7,36.2665
2/27/2000,44.3119,16.7324,24.2758,18.1243,"5,493.6677","1,862.10","2,705.39",359.2256,,68.296,0.224,4.608,21.341,,,,96.013,-1.7,33.7999
2/28/2000,40.7119,31.8293,29.6415,17.9819,"5,499.2434","1,872.22","2,709.14",364.7714,,81.739,0.193,5.828,23.617,,,,113.027,-1.7,34.6415
2/29/2000,40.8112,24.9637,22.8906,15.8189,"5,500.6609","1,875.68","2,706.67",368.9653,,83.888,0.228,5.925,24.221,,,,115.87,-1.7,35.5915
3/1/2000,46.8704,14.2737,11.9824,14.6507,"5,508.0407","1,627.94","2,695.74",373.9081,,83.729,0.251,5.971,24.701,,,,116.279,-1.4,35.9358
3/2/2000,46.4005,19.5331,12.8379,11.8001,"5,509.0439","1,876.86","2,686.52",375.113,,85.551,0.225,5.088,24.717,,,,117.083,-1.4,37.572
3/3/2000,90.6793,19.3520,15.2891,12.2961,"5,546.0387","1,878.11","2,677.00",375.6122,,86.013,0.26,4.429,23.679,,,,116.018,-1.4,34.1858
3/4/2000,60.8172,15.0727,13.0646,11.2804,"5,564.8603","1,874.17","2,667.56",378.1833,,78.551,0.242,4.454,23.16,,,,108.094,-1.4,41.6108
3/5/2000,47.3499,17.9841,10.0503,10.0281,"5,577.7283","1,871.61","2,654.25",379.0074,,69.104,0.256,3.822,21.128,,,,95.892,-1.4,34.1442
3/6/2000,47.7725,23.0703,7.8016,10.5944,"5,578.4288","1,884.76","2,634.63",378.6105,,84.827,0.25,4.754,22.499,,,,114.064,-1.4,35.1025
3/7/2000,59.1155,7.8264,6.8088,9.8143,"5,586.1229","1,868.78","2,617.16",376.0649,,85.254,0.266,5.149,22.574,,,,114.984,-1.4,35.2275
3/8/2000,37.0358,19.0510,7.0542,11.0776,"5,573.5984","1,866.13","2,602.48",374.8347,,85.909,0.241,5.009,23.802,,,,116.607,-1.4,36.3108
3/9/2000,33.3404,13.6937,6.2199,11.0166,"5,561.5287","1,866.65","2,584.41",374.1246,,86.276,0.231,4.841,24.199,,,,117.182,-1.4,36.2067
3/10/2000,28.5298,9.4297,6.5899,11.5695,"5,545.4707","1,865.89","2,563.16",374.9489,,86.465,0.23,4.599,23.994,,,,116.915,-1.4,35.2692
3/11/2000,27.4807,8.0766,2.9274,10.0555,"5,532.3758","1,863.37","2,544.34",374.3145,,80.195,0.248,4.272,23.248,,,,109.612,-1.4,34.1442
3/12/2000,46.5319,4.6259,5.6058,9.5378,"5,544.2589","1,859.33","2,529.55",373.5889,,69.082,0.298,3.798,21.483,,,,96.349,-1.4,34.1442
3/13/2000,33.4703,10.1004,5.1748,9.3628,"5,534.8343","1,859.79","2,510.48",370.6677,,84.801,0.273,4.851,24.506,,,,116.045,-1.4,36.1442
3/14/2000,33.3797,4.6767,5.2346,9.3294,"5,525.8692","1,855.24","2,489.83",367.9713,,86.705,0.295,4.807,24.736,,,,118.16,-1.4,37.2692
3/15/2000,29.7573,8.2430,4.8040,8.3881,"5,515.2821","1,853.95","2,469.05",365.1182,,84.811,0.273,5.996,24.96,,,,117.65,-1.4,37.4729
3/16/2000,28.2979,5.2048,4.2431,7.3559,"5,500.4058","1,855.01","2,446.70",361.3631,,85.838,0.242,5.983,24.798,,,,118.56,-1.4,42.4225
3/17/2000,33.5649,5.1287,4.0670,7.5075,"5,490.3123","1,851.02","2,423.26",358.5214,,87.007,0.276,4.719,24.948,,,,118.431,-1.4,38.165
3/18/2000,28.3144,3.1472,4.8181,6.6831,"5,478.9592","1,843.22","2,403.63",360.0785,,79.184,0.302,4.343,25.43,,,,110.929,-1.4,37.7067
3/19/2000,23.1643,17.3678,3.5336,9.2066,"5,470.0911","1,841.15","2,389.37",362.9593,,68.375,0.288,3.815,21.564,,,,95.602,-1.4,35.1858
3/20/2000,22.5966,12.9360,4.8786,9.0581,"5,460.9866","1,840.12","2,376.64",364.3982,,69.054,0.298,3.826,22.47,,,,96.722,-1.4,37.7692
3/21/2000,24.4109,6.5347,4.3785,9.1451,"5,455.1875","1,831.96","2,363.20",360.2407,,70.848,0.28,4.483,28.873,,,,106.086,-1.4,38.9775
3/22/2000,22.9512,8.6520,3.7694,8.8668,"5,437.6113","1,831.02","2,343.61",354.1971,,81.705,0.285,4.695,28.914,,,,117.159,-1.4,42.8108
3/23/2000,24.0186,8.0886,5.9722,15.6728,"5,425.0544","1,830.72","2,311.12",353.1988,,81.108,0.281,5.25,28.787,,,,116.962,-1.4,51.6108
3/24/2000,34.2344,13.4674,20.9265,10.8178,"5,420.9568","1,829.38","2,306.66",349.1944,,79.291,0.311,5.861,29.355,,,,116.281,-1.4,47.6608
3/25/2000,24.8459,21.0356,50.0144,12.9070,"5,412.1254","1,832.70","2,331.86",353.1599,,74.066,0.301,6.175,27.142,,,,109.284,-1.4,30.2288
3/26/2000,39.7710,25.7858,19.5289,10.1535,"5,425.0788","1,848.23","2,331.09",350.4351,,67.323,0.273,6.22,20.809,,,,96.225,-1.4,36.8498
3/27/2000,50.5278,18.6617,22.8404,14.0193,"5,437.0160","1,853.12","2,331.81",355.3991,,81.993,0.196,6.708,25.174,,,,115.706,-1.4,38.527
3/28/2000,34.2010,27.2454,55.4888,11.4013,"5,430.4638","1,864.71","2,365.89",355.0557,,82.009,0.273,6.949,26.139,,,,116.867,-1.4,38.1925
3/29/2000,34.1029,18.7872,22.0119,10.1965,"5,429.7862","1,874.55","2,362.89",352.2123,,82.788,0.278,6.942,26.463,,,,118.271,-1.4,37.5101
3/30/2000,41.5071,8.8821,17.6935,10.7997,"5,436.6943","1,868.40","2,354.99",350.9391,,82.894,0.265,7.542,26.25,,,,118.742,-1.4,35.3674
3/31/2000,31.1322,16.1489,12.2578,9.3746,"5,432.5430","1,866.00","2,340.09",348.462,,82.613,0.273,6.858,26.564,,,,117.925,-1.4,37.0315
4/1/2000,23.9579,11.1619,9.3769,8.7605,"5,424.8764","1,859.01","2,324.79",346.7338,,78.94,0.292,6.432,23.158,,,,110.515,-1.1,37.345
4/2/2000,31.9640,12.7101,9.0963,7.8004,"5,427.0228","1,853.09","2,319.46",344.053,,68.398,0.251,5.509,20.49,,,,96.193,-1.1,37.3344
4/3/2000,40.2652,11.0111,10.5700,10.0094,"5,432.3996","1,849.49","2,306.49",342.4322,,81.938,0.264,5.853,26.149,,,,115.848,-1.1,42.5817
4/4/2000,36.3486,9.4276,7.6549,11.8472,"5,433.1620","1,842.66","2,285.52",342.1586,,85.519,0.271,3.394,26.016,,,,116.764,-1.1,44.9594
4/5/2000,34.0266,15.9713,13.9311,12.7857,"5,430.2919","1,847.22","2,269.48",340.4237,,85.311,0.293,3.532,25.046,,,,115.745,-1.1,42.4344
4/6/2000,42.9865,16.0795,29.8733,9.5279,"5,435.0646","1,850.31","2,270.62",336.7691,,84.474,0.293,4.567,26.289,,,,117.157,-1.1,45.7927
4/7/2000,61.4607,10.6482,64.7674,10.6963,"5,451.0696","1,848.16","2,306.77",334.1416,,84.933,0.276,4.393,26.971,,,,118.035,-1.1,52.2094
4/8/2000,40.0789,11.6893,36.3739,10.1436,"5,453.5447","1,849.91","2,316.46",333.3141,,78.7,0.303,4.146,25.198,,,,110.082,-1.1,43.5631
4/9/2000,33.6497,10.5712,18.7422,8.7685,"5,452.1011","1,842.57","2,311.36",335.8857,,70.214,0.24,3.843,21.54,,,,97.442,-1.1,36.7399
4/10/2000,28.5485,8.7530,14.5352,9.1383,"5,443.5566","1,839.03","2,298.24",331.8377,,82.886,0.221,4.361,26.015,,,,114.987,-1.1,51.0011
4/11/2000,34.8612,6.3130,12.3238,9.5983,"5,440.3197","1,831.53","2,278.81",328.0835,,83.083,0.271,5.044,27.588,,,,117.624,-1.1,51.0844
4/12/2000,40.9758,12.5915,15.1668,10.9824,"5,443.2226","1,830.26","2,261.98",323.5323,,84.853,0.284,4.684,27.791,,,,119.202,-1.1,54.2177
4/13/2000,45.2415,17.0614,18.1181,11.3753,"5,438.0368","1,830.50","2,251.23",323.3878,,84.882,0.269,5.077,26.245,,,,118.07,-1.1,53.2969
4/14/2000,53.6574,20.4891,19.7735,12.2275,"5,439.9087","1,833.12","2,238.71",323.7658,,84.551,0.275,4.9,25.403,,,,117.066,-1.1,51.1427
4/15/2000,46.1229,16.5444,13.1771,13.3782,"5,441.4244","1,833.50","2,223.06",323.7044,,80.674,0.283,4.628,23.509,,,,110.646,-1.1,39.5672
4/16/2000,46.4380,17.8651,21.4479,11.2841,"5,448.1054","1,834.26","2,225.49",322.505,,70.2,0.276,3.316,21.838,,,,97.1,-1.1,38.0985
4/17/2000,47.6730,14.8048,14.4754,10.4169,"5,452.4204","1,839.13","2,212.73",320.6376,,82.643,0.271,4.826,23.924,,,,113.734,-1.1,45.2636
4/18/2000,47.0862,15.7038,11.4210,10.2738,"5,453.9243","1,841.56","2,195.80",318.6431,,83.672,0.208,4.53,24.786,,,,114.781,-1.1,48.3136
4/19/2000,48.6567,16.2872,12.3536,10.7261,"5,464.4803","1,842.15","2,180.56",316.7117,,82.227,0.041,4.48,24.067,,,,112.353,-1.1,44.7469
4/20/2000,41.1349,12.2648,12.4350,9.2158,"5,470.9221","1,832.88","2,179.55",316.9041,,66.193,0.016,2.932,21.647,,,,92.359,-1.1,32.8732
4/21/2000,32.2706,12.1148,12.5014,9.6360,"5,463.9613","1,835.51","2,174.88",319.9499,,61.818,,2.482,20.927,,,,86.753,-1.1,29.8441
4/22/2000,72.5305,10.2152,12.7272,9.0894,"5,482.5833","1,822.48","2,176.66",334.811,,69.7,,3.106,22.525,,,,96.826,-1.1,39.1316
4/23/2000,32.2551,9.7127,26.3678,10.3786,"5,479.6652","1,813.55","2,188.86",326.5159,,66.706,0.077,3.165,22.2,,,,93.642,-1.1,43.0696
4/24/2000,68.8759,8.1073,26.3753,10.5033,"5,500.1046","1,815.30","2,185.09",323.7404,,82.617,0.129,4.802,25.012,,,,114.137,-1.1,42.6802
4/25/2000,52.7017,10.6646,23.3091,9.1686,"5,501.1597","1,820.59","2,172.66",320.2152,,84.892,0.261,3.783,26.286,,,,116.82,-1.1,49.7094
4/26/2000,40.8876,9.4201,16.1560,9.9471,"5,495.0043","1,824.21","2,153.02",320.5005,,85.16,0.3,3.539,27.661,,,,118.212,-1.1,56.7427
4/27/2000,34.7152,10.2648,12.7747,11.3495,"5,485.5783","1,826.76","2,127.25",324.2368,,85.342,0.296,3.812,26.615,,,,117.878,-1.1,55.0011
4/28/2000,32.3833,9.1494,10.5972,8.6233,"5,475.4281","1,826.00","2,103.01",323.7131,,87.102,0.297,3.081,25.923,,,,118.135,-1.1,38.2657
4/29/2000,45.6471,11.6963,19.0102,10.5247,"5,482.0680","1,818.73","2,101.65",324.1478,,82.3,0.291,3.514,22.795,,,,110.533,-1.1,44.9386
4/30/2000,38.4768,12.9673,17.7272,8.7630,"5,478.6882","1,823.09","2,099.99",324.5258,,73.135,0.306,4.87,16.727,,,,96.358,-1.1,36.9927
5/1/2000,36.7605,8.0369,22.3097,9.1053,"5,475.7415","1,815.47","2,106.88",326.6271,,74.113,0.271,3.777,16.72,,,,96.205,-0.8,38.4204
5/2/2000,38.4709,12.4290,17.6787,9.3860,"5,468.2195","1,818.86","2,094.98",323.9294,,90.041,0.282,3.865,19.282,,,,114.799,-0.8,44.0413
5/3/2000,69.5320,10.5973,32.1210,7.5017,"5,486.3347","1,818.29","2,096.08",321.9722,,92.518,0.29,3.888,20.052,,,,118.123,-0.8,39.354
5/4/2000,88.6793,10.6130,65.3717,10.7018,"5,511.6626","1,816.48","2,132.29",322.1672,,92.76,0.233,3.87,20.115,,,,118.358,-0.8,40.8931
5/5/2000,61.1618,22.1391,35.2395,10.1482,"5,516.5679","1,820.28","2,137.03",322.6221,,91.871,0.32,4.002,20.137,,,,117.654,-0.8,45.4669
5/6/2000,72.1216,14.3964,57.7180,12.5295,"5,533.6855","1,815.15","2,171.18",330.9991,,85.312,0.312,4.131,18.939,,,,110.014,-0.8,35.5294
5/7/2000,67.9316,16.0088,45.7535,14.9549,"5,545.8918","1,821.35","2,200.09",340.1262,,73.254,0.317,5.024,16.597,,,,96.74,-0.8,34.9703
5/8/2000,58.9615,14.5434,53.4420,12.9223,"5,548.8185","1,820.03","2,209.48",341.4738,,90.217,0.157,3.628,20.25,,,,115.376,-0.8,33.9752
5/9/2000,46.4283,17.0875,62.9798,10.7804,"5,537.2919","1,824.62","2,238.90",342.0988,,92.576,0.309,3.721,19.034,,,,116.963,-0.8,40.1815
5/10/2000,39.9216,15.3326,54.3316,9.6250,"5,525.3582","1,832.93","2,255.39",341.3866,,94.682,0.327,2.834,18.329,,,,117.496,-0.8,40.7692
5/11/2000,38.5334,19.5946,37.8290,8.9169,"5,517.1634","1,835.42","2,255.69",340.8162,,95.07,0.31,2.771,18.212,,,,117.683,-0.8,38.8889
5/12/2000,35.8793,14.3263,43.3956,13.9590,"5,508.7111","1,833.79","2,261.01",347.2263,,95.121,0.319,2.605,17.933,,,,117.461,-0.8,39.1336
5/13/2000,74.0762,14.8410,53.6395,12.8998,"5,530.3784","1,829.89","2,291.96",352.0114,,87.841,0.305,2.549,18.33,,,,110.17,-0.8,37.5671
5/14/2000,75.7410,15.3337,40.8037,14.4960,"5,550.4429","1,823.96","2,317.41",357.8415,,73.901,0.305,2.269,15.431,,,,93.233,-0.8,34.0095
5/15/2000,105.3147,22.2918,96.8646,8.9909,"5,591.2464","1,823.19","2,381.44",359.2864,,91.337,0.305,2.848,18.009,,,,113.812,-0.8,36.1595
5/16/2000,61.7110,23.0774,47.1760,8.6166,"5,591.3099","1,826.06","2,398.05",358.2293,,93.981,0.312,3.946,18.394,,,,117.663,-0.8,42.2148
5/17/2000,78.2149,16.0092,37.9386,10.9929,"5,605.9018","1,819.77","2,407.10",361.9084,,94.439,0.324,3.11,18.592,,,,117.78,-0.8,38.5953
5/18/2000,88.0628,21.9306,37.0982,9.6691,"5,632.5762","1,821.27","2,416.28",362.9771,,95.643,0.322,3.233,18.537,,,,119.26,-0.8,39.5578
5/19/2000,94.6788,27.0302,66.7807,17.3452,"5,632.7199","1,828.07","2,459.14",366.2647,,93.354,0.319,4.711,18.555,,,,118.364,-0.8,37.7847
5/20/2000,92.1046,26.6903,46.9170,12.3361,"5,642.1839","1,829.17","2,489.94",370.0592,,86.425,0.31,4.088,17.79,,,,109.946,-0.8,34.7621
5/21/2000,58.5021,37.0469,47.5198,13.1820,"5,636.1796","1,840.57","2,519.44",373.8234,,76.554,0.306,2.886,15.651,,,,96.734,-0.8,30.5209
5/22/2000,53.0990,29.6903,68.9536,11.3975,"5,625.6065","1,839.35","2,557.90",378.4287,,90.056,0.289,3.836,19.185,,,,114.731,-0.8,29.0961
5/23/2000,72.5432,31.4025,91.5187,9.6632,"5,621.2233","1,843.82","2,620.86",380.0245,,92.059,0.283,4.108,19.503,,,,117.285,-0.8,32.9461
5/24/2000,57.6473,39.6490,78.4111,9.4931,"5,615.4680","1,850.89","2,671.50",380.9767,,93.004,0.279,4.089,17.735,,,,117.494,-0.8,34.6169
5/25/2000,79.1802,40.6830,56.9858,8.7923,"5,633.8740","1,851.84","2,703.60",383.9758,,89.484,0.296,3.85,21.059,,,,116.321,-0.8,32.2384
5/26/2000,85.4524,27.9782,57.9509,8.0424,"5,635.8914","1,849.46","2,738.57",382.9151,,90.686,0.283,3.918,20.448,,,,116.667,-0.8,48.6347
5/27/2000,63.4241,23.6825,51.7296,8.2061,"5,630.2271","1,850.21","2,767.57",384.9299,,84.546,0.298,5.698,18.184,,,,110.334,-0.8,37.9665
5/28/2000,90.0144,29.7460,114.2654,10.4585,"5,647.1717","1,854.72","2,871.40",387.6843,,70.306,0.177,6.028,18.549,,,,96.387,-0.8,37.1336
5/29/2000,67.1091,34.2803,52.9564,11.5304,"5,638.6694","1,856.93","2,903.71",387.668,,82.784,0.06,6.575,22.946,,,,113.708,-0.8,33.1753
5/30/2000,77.8723,26.0023,49.1813,12.4729,"5,636.3054","1,856.10","2,928.21",388.1192,,83.123,0.276,6.431,24.959,,,,116.065,-0.8,32.3211
5/31/2000,66.9493,28.4787,111.9297,10.9474,"5,632.6680","1,856.49","3,011.39",390.0072,,83.323,0.298,6.416,24.405,,,,115.782,-0.8,35.1003
6/1/2000,70.2539,24.5879,56.8659,10.2582,"5,636.0917","1,857.64","3,041.56",390.4973,,84.86,0.277,6.273,24.192,,,,116.651,-0.7,37.9739
6/2/2000,102.9684,20.8269,47.1866,8.8189,"5,658.8654","1,857.61","3,059.93",390.069,,87.714,0.27,7.728,20.461,,,,117.312,-0.7,36.9676
6/3/2000,58.3335,19.1236,33.7131,8.1728,"5,638.7600","1,857.82","3,075.13",389.7651,,81.598,0.296,8.804,19.958,,,,110.764,-0.7,34.1534
6/4/2000,97.9515,18.3805,44.3883,11.4632,"5,651.5491","1,857.26","3,105.10",389.3932,,73.487,0.289,6.055,16.673,,,,96.858,-0.7,36.3197
6/5/2000,73.2786,17.9275,65.2774,10.2677,"5,650.0654","1,857.69","3,151.88",388.9515,,74.081,0.301,5.536,15.753,,,,96.778,-0.7,38.6089
6/6/2000,71.0029,15.3779,45.3460,11.0493,"5,644.6678","1,857.92","3,166.63",389.4866,,90.467,0.28,5.281,19.202,,,,115.812,-0.7,45.5947
6/7/2000,58.4142,17.4193,46.2646,12.2631,"5,631.5828","1,861.02","3,179.61",390.2116,,92.546,0.273,5.185,19.5,,,,117.525,-0.7,36.3426
6/8/2000,58.1604,14.7769,53.3174,9.4513,"5,618.3645","1,858.98","3,204.18",391.0221,,91.388,0.299,5.711,20.813,,,,118.378,-0.7,42.5009
6/9/2000,57.7044,15.3325,53.5330,9.0556,"5,609.8501","1,857.82","3,230.60",391.0047,,91.765,0.29,4.567,19.536,,,,117.578,-0.7,40.687
